real_name,OBS_1_1,OBS_1_2,OBS_1_3,OBS_1_4,OBS_1_5,OBS_1_6,OBS_1_7,OBS_1_8,OBS_1_9,OBS_1_10,OBS_2_1,OBS_2_2,OBS_2_3,OBS_2_4,OBS_2_5,OBS_2_6,OBS_2_7,OBS_2_8,OBS_2_9,OBS_2_10
32,1.35128,1.5502,1.66736,1.75071,2.04581,0.958037,0.909803,0.790332,0.317535,0.131515,1.17788,1.37687,1.49405,1.57741,1.82169,0.942496,0.894264,0.770941,0.317517,0.131514
33,3.19198,4.0041,4.52313,4.90534,7.59343,3.47249,3.23161,2.94837,1.57741,0.656913,2.32418,3.13432,3.65357,4.03609,6.47181,3.39464,3.1539,2.85371,1.57601,0.656821
34,2.48921,3.16384,3.63099,3.98941,7.12811,3.22129,2.96698,2.75753,1.65215,0.693748,1.58765,2.24611,2.71019,3.06786,5.94004,3.1387,2.88475,2.66059,1.64857,0.69351
37,2.47411,3.11355,3.58269,3.9577,7.94969,3.55439,3.24302,3.04799,1.99821,0.849602,1.4056,2.00158,2.45739,2.82725,6.48797,3.45252,3.142,2.9337,1.98994,0.849038
39,3.36817,3.91753,4.24253,4.47416,5.43289,2.53543,2.40083,2.10154,0.885845,0.366989,2.88407,3.43369,3.75879,3.99046,4.80745,2.49206,2.35747,2.04749,0.885759,0.366984
40,1.31898,1.44558,1.51967,1.57225,1.59981,0.759223,0.728971,0.614577,0.199223,0.0824835,1.21032,1.33692,1.41102,1.4636,1.45927,0.749478,0.719226,0.602395,0.199223,0.0824835
41,1.61824,2.00074,2.23844,2.41133,3.51238,1.61417,1.50864,1.36375,0.692535,0.287805,1.23759,1.62011,1.85801,2.03104,3.02134,1.58011,1.4746,1.32192,0.692139,0.287779
43,3.36713,4.25414,4.83393,5.2654,8.50565,3.87619,3.59648,3.30098,1.82845,0.762903,2.3618,3.24354,3.82305,4.25476,7.20216,3.78569,3.50618,3.19188,1.8263,0.762761
44,2.86003,3.60622,4.09035,4.44937,7.0898,3.23456,3.00406,2.75206,1.50771,0.628666,2.03079,2.77354,3.25761,3.61686,6.01592,3.16001,2.92967,2.66192,1.50608,0.628559
45,2.77203,3.4983,3.97095,4.32197,6.92612,3.15842,2.93216,2.68831,1.47957,0.617097,1.95836,2.68089,3.15342,3.50466,5.8719,3.08523,2.85913,2.59992,1.47791,0.616988
46,3.16467,3.78836,4.16309,4.4318,5.83183,2.70276,2.5443,2.26086,1.04202,0.432089,2.59386,3.21806,3.59301,3.86185,5.0952,2.65167,2.49323,2.19747,1.04178,0.432073
47,3.07931,3.82549,4.29284,4.63389,6.87351,3.15417,2.94419,2.669,1.37715,0.572637,2.32203,3.06788,3.53559,3.87693,5.89631,3.08637,2.87647,2.58598,1.37625,0.572578
48,3.07436,3.89869,4.44779,4.86027,8.11948,3.69003,3.41554,3.14887,1.7912,0.748705,2.09095,2.90687,3.45501,3.86751,6.83942,3.60113,3.32689,3.04252,1.78859,0.748532
