real_name,OBS_1_1,OBS_1_2,OBS_1_3,OBS_1_4,OBS_1_5,OBS_1_6,OBS_1_7,OBS_1_8,OBS_1_9,OBS_1_10,OBS_2_1,OBS_2_2,OBS_2_3,OBS_2_4,OBS_2_5,OBS_2_6,OBS_2_7,OBS_2_8,OBS_2_9,OBS_2_10
3,2.55487,3.24246,3.70318,4.05031,6.83613,3.10416,2.87113,2.65041,1.51978,0.635642,1.721,2.40046,2.86015,3.20723,5.74914,3.02866,2.79586,2.56033,1.51743,0.635487
4,3.14548,3.79189,4.18236,4.463,5.99346,2.77293,2.60655,2.32452,1.09368,0.453663,2.54595,3.19289,3.58364,3.86442,5.21996,2.71928,2.55293,2.25807,1.09337,0.453642
5,3.18901,3.72664,4.04531,4.27259,5.25613,2.45012,2.31781,2.03399,0.870696,0.360753,2.71304,3.25095,3.56973,3.79707,4.64129,2.40748,2.27518,1.98089,0.870597,0.360747
6,3.03173,3.4582,3.70901,3.88735,4.46952,2.09615,1.99309,1.72564,0.678558,0.281018,2.6613,3.08787,3.33873,3.51708,3.99065,2.06295,1.95989,1.68419,0.678527,0.281016
7,2.84344,3.53997,3.97789,4.29801,6.42984,2.94854,2.7506,2.49677,1.29781,0.539795,2.12968,2.82569,3.26393,3.58432,5.5086,2.88461,2.68676,2.4186,1.2969,0.539736
8,3.27026,3.92151,4.31328,4.59437,6.07569,2.81461,2.64865,2.35566,1.09124,0.452533,2.6724,3.32418,3.71619,3.99741,5.30419,2.7611,2.59516,2.2893,1.09097,0.452515
9,2.44096,3.00458,3.35264,3.60511,5.16963,2.37884,2.22575,2.00696,1.00495,0.417457,1.88883,2.45266,2.80102,3.05368,4.4575,2.32943,2.17639,1.94618,1.00444,0.417424
10,3.17138,3.73294,4.06691,4.30543,5.40363,2.51448,2.37519,2.09231,0.916448,0.379784,2.67012,3.23203,3.56614,3.80473,4.75631,2.46959,2.33031,2.03645,0.916316,0.379776
11,2.98102,3.59235,3.96153,4.22683,5.67037,2.62368,2.46644,2.19917,1.03362,0.428743,2.41444,3.02627,3.3957,3.66114,4.93936,2.57297,2.41577,2.13636,1.03333,0.428724
12,2.86048,3.43732,3.78489,4.03442,5.36763,2.48532,2.33776,2.0814,0.970158,0.40236,2.32884,2.90615,3.25394,3.5036,4.68163,2.43774,2.29021,2.02242,0.969903,0.402344
13,2.98587,3.6756,4.10158,4.41058,6.32632,2.91103,2.72365,2.45601,1.2301,0.510989,2.31004,3.00002,3.42636,3.7356,5.45463,2.85056,2.66323,2.38162,1.22948,0.510948
14,2.77732,3.52113,4.01577,4.38703,7.30781,3.32194,3.07547,2.8343,1.60862,0.672278,1.894,2.63053,3.12438,3.49568,6.15849,3.24212,2.99587,2.73875,1.60632,0.672126
16,2.93853,3.7045,4.20115,4.56933,7.2723,3.31815,3.08195,2.82294,1.54505,0.644203,2.08872,2.85124,3.34785,3.71628,6.1719,3.24175,3.00572,2.73056,1.5434,0.644094
18,3.16239,3.72032,4.05205,4.28894,5.37479,2.50139,2.36309,2.08106,0.909964,0.377092,2.6647,3.22298,3.55484,3.7918,4.73206,2.45681,2.31853,2.02559,0.909836,0.377083
19,3.31049,3.85776,4.18177,4.41276,5.38661,2.51266,2.37834,2.08399,0.88398,0.366232,2.82734,3.37489,3.699,3.93004,4.76244,2.46937,2.33507,2.03006,0.883888,0.366226
21,2.98331,3.6922,4.13342,4.45454,6.51264,2.99209,2.79574,2.52871,1.28835,0.535472,2.27511,2.98397,3.42556,3.74694,5.59901,2.9287,2.73242,2.45093,1.28759,0.535422
23,2.91965,3.50176,3.85199,4.10328,5.42931,2.51505,2.36665,2.10507,0.975716,0.404629,2.38506,2.96765,3.31809,3.56951,4.73947,2.4672,2.31883,2.04574,0.975473,0.404613
24,2.57272,3.26958,3.74448,4.10555,7.13499,3.23199,2.98298,2.76355,1.62093,0.679237,1.68549,2.37026,2.8432,3.20393,5.97265,3.15122,2.90251,2.66795,1.61794,0.679038
26,3.26023,3.97749,4.41572,4.73216,6.59016,3.0398,2.85005,2.55754,1.24649,0.517423,2.57605,3.29382,3.7324,4.04905,5.70772,2.97858,2.78888,2.48199,1.24599,0.517391
27,2.9404,3.58073,3.9712,4.25291,5.88876,2.71756,2.54896,2.28514,1.10767,0.459741,2.33255,2.97335,3.36412,3.64603,5.10473,2.66317,2.49462,2.21798,1.10725,0.459714
28,3.02579,3.57757,3.9065,4.14164,5.26322,2.4465,2.30888,2.03865,0.905382,0.375252,2.5304,3.08256,3.41164,3.64686,4.62359,2.40215,2.26454,1.98349,0.905233,0.375242
29,3.1711,3.89083,4.33346,4.65397,6.60177,3.04054,2.84704,2.56265,1.27059,0.527656,2.47327,3.19338,3.63638,3.95712,5.70174,2.9781,2.78466,2.48575,1.27,0.527618
30,3.4344,3.97352,4.29186,4.51856,5.40694,2.52661,2.39511,2.0905,0.865587,0.358557,2.96153,3.50086,3.81928,4.04603,4.79589,2.48424,2.35275,2.03767,0.865517,0.358552
31,3.04845,3.68332,4.06757,4.34396,5.87311,2.71571,2.55155,2.27814,1.07907,0.447655,2.45679,3.09218,3.47671,3.75325,5.10982,2.66277,2.49863,2.21261,1.07874,0.447633
34,3.36985,4.05352,4.46578,4.76186,6.35416,2.94138,2.76616,2.4641,1.15197,0.477786,2.73851,3.42275,3.83528,4.13151,5.53956,2.88488,2.70969,2.39408,1.15165,0.477766
37,2.80658,3.46202,3.86798,4.16282,6.01402,2.7657,2.58637,2.33492,1.17705,0.489047,2.15976,2.81535,3.22166,3.51673,5.1797,2.70782,2.52854,2.26378,1.17642,0.489006
39,3.17523,3.77384,4.13178,4.38796,5.65796,2.62671,2.47634,2.19238,0.989121,0.410034,2.63377,3.23283,3.59095,3.84724,4.959,2.57824,2.42788,2.13216,0.988931,0.410021
40,3.58073,4.05639,4.33574,4.53425,5.11098,2.40141,2.28683,1.97183,0.754394,0.3124,3.169,3.64475,3.92413,4.12266,4.57865,2.36449,2.24992,1.92574,0.754369,0.312398
41,2.90717,3.43491,3.74939,3.97416,5.0405,2.34338,2.21187,1.95228,0.865161,0.358573,2.43382,2.96191,3.27653,3.50138,4.42931,2.30099,2.1695,1.89957,0.865021,0.358564
43,3.48528,4.17948,4.59709,4.89673,6.4761,3.00008,2.82316,2.51091,1.16326,0.482401,2.84796,3.54272,3.96059,4.26037,5.65367,2.94303,2.76615,2.44017,1.16297,0.482382
44,3.25671,3.95048,4.37188,4.67544,6.39651,2.95482,2.77386,2.48169,1.18915,0.493437,2.60442,3.29873,3.72046,4.0242,5.55509,2.89645,2.71554,2.40953,1.18875,0.493411
45,3.05715,3.6226,3.9601,4.20148,5.37208,2.49579,2.35435,2.08116,0.930463,0.385676,2.54794,3.11379,3.45145,3.69293,4.71467,2.4502,2.30877,2.02448,0.930299,0.385665
46,3.20293,3.70296,3.99815,4.20835,5.02534,2.34873,2.22683,1.94283,0.802384,0.332371,2.7646,3.26483,3.56009,3.77033,4.45892,2.30945,2.18756,1.89385,0.802321,0.332367
47,3.33981,3.83733,4.13049,4.33908,5.09234,2.38377,2.26302,1.96756,0.79494,0.329252,2.9057,3.40338,3.69659,3.90521,4.53126,2.34486,2.22411,1.91902,0.794891,0.329249
48,3.33153,4.00042,4.40322,4.69233,6.22964,2.88497,2.7141,2.41555,1.12347,0.46593,2.71592,3.38536,3.78841,4.07767,5.43528,2.82988,2.65903,2.34725,1.12318,0.465911
