real_name,OBS_1_1,OBS_1_2,OBS_1_3,OBS_1_4,OBS_1_5,OBS_1_6,OBS_1_7,OBS_1_8,OBS_1_9,OBS_1_10,OBS_2_1,OBS_2_2,OBS_2_3,OBS_2_4,OBS_2_5,OBS_2_6,OBS_2_7,OBS_2_8,OBS_2_9,OBS_2_10
9,2.65907,3.24016,3.59473,3.85063,5.34218,2.46492,2.31168,2.0731,1.00676,0.417875,2.10655,2.68807,3.04292,3.29899,4.62953,2.41549,2.26228,2.01206,1.00637,0.41785
10,3.17558,3.73779,4.07214,4.31093,5.41017,2.51754,2.37809,2.09484,0.917485,0.380214,2.67375,3.23631,3.57081,3.80967,4.76212,2.47259,2.33316,2.03892,0.917353,0.380206
11,3.02158,3.63378,4.00288,4.26793,5.69134,2.6347,2.47786,2.20703,1.0311,0.427653,2.4565,3.0692,3.43854,3.70373,4.96221,2.58413,2.42732,2.14436,1.03082,0.427634
12,2.88537,3.46029,3.80616,4.05433,5.36296,2.48437,2.33784,2.07933,0.963494,0.399559,2.35748,2.93287,3.27896,3.52725,4.68176,2.43712,2.29062,2.02074,0.963255,0.399543
14,2.77877,3.52376,4.01991,4.39258,7.33587,3.33399,3.08606,2.84499,1.61795,0.676275,1.89046,2.62788,3.12317,3.49587,6.17965,3.25369,3.00598,2.74893,1.6156,0.67612
16,3.11361,3.86526,4.33542,4.67835,6.91948,3.17601,2.96518,2.68683,1.38288,0.574965,2.35323,3.10461,3.57515,3.91836,5.93834,3.10794,2.89718,2.60343,1.38199,0.574907
18,3.2217,3.77937,4.1105,4.34682,5.40476,2.51705,2.37926,2.09218,0.906715,0.375715,2.7259,3.2839,3.61514,3.85153,4.7644,2.47264,2.33486,2.0369,0.906598,0.375707
19,3.41272,3.95917,4.28215,4.51224,5.44029,2.54048,2.4069,2.10392,0.879251,0.364237,2.93231,3.479,3.80206,4.0322,4.81955,2.49744,2.36386,2.05026,0.879173,0.364232
21,2.99137,3.70484,4.1494,4.47312,6.55726,3.01194,2.81375,2.54607,1.30025,0.540461,2.27658,2.98997,3.4349,3.75888,5.63509,2.94795,2.74984,2.4676,1.29947,0.54041
23,2.97194,3.54744,3.89251,4.13976,5.40304,2.50578,2.36026,2.09423,0.957035,0.3968,2.44784,3.02378,3.36905,3.61641,4.7266,2.45887,2.31336,2.03599,0.956827,0.396786
24,2.5571,3.24959,3.72106,4.07932,7.0776,3.20644,2.95977,2.74149,1.60593,0.672875,1.67794,2.35866,2.82824,3.18618,5.92619,3.12643,2.88005,2.64675,1.603,0.67268
26,3.28374,3.96901,4.3839,4.68236,6.33732,2.9301,2.75277,2.45825,1.16559,0.483557,2.64462,3.33045,3.74564,4.04427,5.5128,2.87291,2.69561,2.38747,1.16523,0.483534
27,2.95985,3.60254,3.99423,4.27678,5.91223,2.72876,2.55976,2.2942,1.11035,0.460836,2.35056,2.99373,3.38573,3.66846,5.12634,2.67424,2.50528,2.22686,1.10993,0.460809
28,3.09036,3.63853,3.96459,4.19747,5.27201,2.45308,2.31707,2.04139,0.894884,0.370851,2.60088,3.14941,3.4756,3.70855,4.63992,2.40924,2.27324,1.98685,0.894754,0.370843
29,3.21199,3.93514,4.37908,4.70028,6.63485,3.05701,2.86345,2.57535,1.27112,0.527813,2.51397,3.23755,3.68186,4.00329,5.73459,2.99455,2.80105,2.49838,1.27055,0.527776
30,3.3137,3.85726,4.17893,4.4082,5.36467,2.5031,2.36983,2.0753,0.877104,0.363374,2.83435,3.37817,3.69994,3.92927,4.74538,2.46015,2.32689,2.02179,0.877017,0.363369
34,3.39179,4.06956,4.47746,4.77017,6.31855,2.92671,2.75381,2.4499,1.13681,0.471442,2.76892,3.44724,3.8554,4.14825,5.5148,2.87096,2.69809,2.38078,1.13652,0.471423
37,2.80828,3.4626,3.86762,4.16169,6.00313,2.76104,2.58229,2.33066,1.17328,0.487459,2.16356,2.81805,3.22341,3.51771,5.17153,2.70334,2.52465,2.25974,1.17266,0.487418
39,3.1178,3.72393,4.08752,4.3481,5.68533,2.63629,2.48286,2.20374,1.009,0.418358,2.5652,3.17181,3.53561,3.79631,4.97214,2.58683,2.43342,2.14235,1.00878,0.418343
40,3.61339,4.14956,4.46543,4.69018,5.49652,2.57331,2.44322,2.12362,0.856406,0.354707,3.14572,3.68206,3.998,4.22278,4.89206,2.53139,2.40131,2.07132,0.856354,0.354704
41,3.01697,3.53971,3.85011,4.07166,5.06464,2.35857,2.22939,1.96055,0.850053,0.352237,2.55214,3.07519,3.38571,3.60732,4.46429,2.31694,2.18777,1.90872,0.849942,0.35223
43,3.55709,4.25525,4.6745,4.9751,6.5341,3.02873,2.85155,2.533,1.16512,0.483119,2.9189,3.61761,4.03712,4.33785,5.71048,2.9716,2.79445,2.46212,1.16485,0.483102
44,3.26543,3.96523,4.39074,4.69737,6.4472,2.97744,2.79446,2.5015,1.20237,0.498954,2.60581,3.30616,3.73199,4.03882,5.59635,2.91842,2.73548,2.42854,1.20195,0.498927
45,3.12654,3.68953,4.02479,4.26436,5.39001,2.50661,2.36654,2.08745,0.921555,0.381931,2.62238,3.18574,3.52116,3.7608,4.73901,2.46146,2.3214,2.0313,0.921411,0.381921
46,3.27566,3.77572,4.07065,4.28059,5.06911,2.37096,2.24933,1.95919,0.800714,0.331661,2.83832,3.33856,3.63356,3.84353,4.50391,2.33177,2.21014,1.91031,0.800658,0.331658
47,3.46471,3.95487,4.2432,4.44822,5.12469,2.40297,2.28447,1.97874,0.780196,0.323114,3.03878,3.52906,3.81744,4.02248,4.57408,2.36479,2.24629,1.93109,0.780159,0.323111
48,3.38459,4.05805,4.46314,4.75377,6.28399,2.9112,2.73962,2.43639,1.12818,0.46785,2.7665,3.4405,3.84584,4.13661,5.48637,2.85588,2.68433,2.36779,1.1279,0.467831
