real_name,OBS_1_1,OBS_1_2,OBS_1_3,OBS_1_4,OBS_1_5,OBS_1_6,OBS_1_7,OBS_1_8,OBS_1_9,OBS_1_10,OBS_2_1,OBS_2_2,OBS_2_3,OBS_2_4,OBS_2_5,OBS_2_6,OBS_2_7,OBS_2_8,OBS_2_9,OBS_2_10
26,0.0576715,0.0703248,0.0793501,0.0868291,0.215243,0.0934031,0.0829503,0.078323,0.0625814,0.0284453,0.0243687,0.0352892,0.0431455,0.0498143,0.164953,0.0898301,0.0794965,0.074816,0.0615986,0.0283689
27,1.27364e-11,6.61341e-06,0.000620292,0.00645253,16.8015,19.7799,19.3335,17.798,16.2063,10.056,1.63852e-94,8.49682e-48,3.76102e-32,2.71811e-24,0.0708796,0.17561,0.342287,0.568764,0.835758,2.14645
28,0.183124,1.75329,4.15574,6.71253,67.4813,47.4315,35.0278,28.0228,23.446,12.0608,1.54548e-13,6.78146e-07,0.000129855,0.00193282,13.979,16.9955,17.2804,16.3024,15.0796,9.71503
29,37.6611,46.1178,51.815,56.4591,144.567,62.1416,54.6962,51.4624,43.0279,20.1817,14.2627,21.4908,26.4124,30.4554,108.371,59.5374,52.2147,48.9862,42.0965,20.1041
30,0.391479,0.443083,0.473386,0.494917,0.556408,0.261494,0.249068,0.214643,0.0818141,0.0338794,0.346829,0.398443,0.428748,0.450281,0.498678,0.257491,0.245065,0.209643,0.0818115,0.0338793
31,53.0976,68.895,78.3766,85.3088,228.437,94.9823,80.5607,74.3388,68.4536,37.1989,11.9343,23.0715,30.7955,36.7032,155.905,89.2714,75.5672,69.5355,64.8934,36.7504
32,0.105669,0.123646,0.134308,0.141913,0.175218,0.0816509,0.077221,0.0678126,0.0291519,0.0120789,0.0897313,0.107718,0.118384,0.125991,0.154631,0.0802233,0.0757937,0.0660348,0.0291485,0.0120786
33,0.28547,0.359546,0.41377,0.457026,0.912609,0.408274,0.372702,0.350126,0.228475,0.0970635,0.163149,0.232395,0.285171,0.327875,0.745665,0.396642,0.361163,0.33704,0.227559,0.0970011
34,0.132247,0.164903,0.189267,0.209113,0.445015,0.197764,0.179466,0.169322,0.116312,0.0499316,0.0707537,0.100273,0.123437,0.14275,0.358793,0.191743,0.173514,0.162759,0.115648,0.0498856
35,2.78056,6.40679,9.13443,11.2737,43.9978,21.363,15.2698,12.2151,10.3667,6.48746,0.000975276,0.0619506,0.281114,0.634045,18.4855,16.0123,12.6185,10.4619,9.01344,5.64841
36,0.0074361,0.287469,1.10139,2.27836,50.6884,42.0268,32.4349,26.4504,22.3764,11.756,8.00912e-24,3.71977e-12,3.39227e-08,3.49973e-06,5.90123,8.09697,9.64344,10.2267,10.2466,8.02259
37,0.507415,0.6636,0.757309,0.825437,2.2144,0.917935,0.775097,0.713428,0.659985,0.364785,0.106577,0.213172,0.288215,0.345801,1.49472,0.860479,0.72545,0.665882,0.623271,0.359889
38,0.242666,0.370033,0.449924,0.508185,1.45233,0.595905,0.463531,0.403855,0.371311,0.253548,0.0115545,0.0500621,0.0897931,0.125336,0.81737,0.529058,0.416953,0.363229,0.333265,0.240089
39,4.93262,5.53356,5.88594,6.1362,6.7202,3.16613,3.02189,2.58973,0.949784,0.393277,4.41441,5.01542,5.36783,5.6181,6.05008,3.11966,2.97542,2.53168,0.949764,0.393276
40,0.0731021,0.0793224,0.0829618,0.0855443,0.0841161,0.0400606,0.0385753,0.032263,0.00978189,0.00404988,0.0677673,0.0739877,0.0776272,0.0802096,0.0772156,0.0395821,0.0380968,0.0316649,0.00978187,0.00404987
41,0.116096,0.145801,0.167704,0.185297,0.377472,0.168533,0.153577,0.144493,0.0957877,0.0408112,0.0650221,0.0925084,0.113694,0.131,0.307202,0.163634,0.148722,0.139032,0.0953592,0.0407819
42,0.769637,1.07264,1.25701,1.38994,3.79602,1.54958,1.2623,1.13674,1.06346,0.660536,0.0906268,0.243797,0.368104,0.468677,2.35665,1.42022,1.16059,1.043,0.977863,0.642532
43,1.16803e-05,0.00600993,0.0553601,0.178916,15.5192,15.1705,12.626,10.6624,9.20739,5.06243,2.19019e-43,3.08119e-22,4.08429e-15,1.61145e-11,0.687323,1.12022,1.58864,1.98697,2.26512,2.51736
44,0.194025,0.60117,0.955781,1.25117,6.0807,3.30673,2.36036,1.86772,1.5598,0.871917,1.35933e-06,0.000764493,0.00725648,0.0238107,2.16126,2.12163,1.77121,1.4997,1.29947,0.758872
45,1.70841,2.51929,3.02188,3.38666,9.49311,3.87512,3.06313,2.70155,2.50452,1.66638,0.115142,0.414912,0.69667,0.938966,5.52585,3.48051,2.7759,2.44587,2.26455,1.59482
46,0.819666,1.03224,1.1879,1.31211,2.6222,1.173,1.07072,1.00593,0.656837,0.279077,0.468065,0.666703,0.818169,0.940773,2.14218,1.13955,1.03755,0.968316,0.654193,0.278897
47,0.0879151,0.481611,0.93879,1.36916,9.7551,6.18495,4.48636,3.56263,2.96909,1.53665,2.23651e-10,1.07365e-05,0.000453784,0.00316224,2.60466,2.93169,2.72795,2.44083,2.18331,1.30814
48,1.64659,3.20097,4.28028,5.09988,17.4276,7.8419,5.69009,4.64659,4.03448,2.73019,0.00485441,0.0951567,0.288919,0.530412,8.14059,6.3649,4.90196,4.06957,3.54518,2.41827
BASE,1.17829,1.49802,1.69159,1.8366,4.88847,2.05087,1.75969,1.63419,1.47886,0.767705,0.314365,0.558024,0.721524,0.846616,3.43468,1.9402,1.65998,1.53724,1.41631,0.760879
