real_name,OBS_1_1,OBS_1_2,OBS_1_3,OBS_1_4,OBS_1_5,OBS_1_6,OBS_1_7,OBS_1_8,OBS_1_9,OBS_1_10,OBS_2_1,OBS_2_2,OBS_2_3,OBS_2_4,OBS_2_5,OBS_2_6,OBS_2_7,OBS_2_8,OBS_2_9,OBS_2_10
14,2.82373,3.56988,4.05891,4.4233,7.17998,3.27077,3.0337,2.78627,1.54932,0.646596,1.97201,2.71333,3.20205,3.56662,6.07512,3.19405,2.95717,2.69388,1.54744,0.646472
15,3.07652,3.67642,4.0364,4.29442,5.62294,2.60705,2.45508,2.17963,0.999408,0.414387,2.52915,3.12953,3.48972,3.74785,4.91651,2.55806,2.40611,2.11882,0.999183,0.414373
16,2.35457,2.94775,3.38783,3.74366,7.78005,3.46643,3.15298,2.97054,2.00109,0.855329,1.29187,1.83496,2.25756,2.60606,6.30553,3.36355,3.05114,2.85701,1.99109,0.854642
18,3.0571,3.60581,3.93249,4.1659,5.25838,2.44568,2.30924,2.0364,0.897654,0.37202,2.56604,3.11511,3.44193,3.67541,4.62428,2.40171,2.26528,1.9817,0.897517,0.372011
19,3.13799,3.67817,3.99878,4.22757,5.24461,2.44295,2.3096,2.03005,0.877511,0.363605,2.65818,3.19867,3.5194,3.74825,4.62489,2.39998,2.26663,1.97655,0.8774,0.363598
21,2.99891,3.67933,4.09776,4.40073,6.24126,2.87455,2.69165,2.42271,1.20097,0.498744,2.33932,3.0201,3.43887,3.74206,5.39054,2.81553,2.63269,2.35001,1.20042,0.498707
23,2.83691,3.42848,3.7866,4.04421,5.47147,2.52985,2.37681,2.12237,1.00594,0.417323,2.28533,2.87739,3.23577,3.49352,4.75989,2.4805,2.32748,2.06128,1.00563,0.417303
24,2.55615,3.24901,3.72825,4.09569,7.30339,3.30106,3.04091,2.82561,1.69036,0.70968,1.63352,2.31013,2.78631,3.15302,6.08811,3.21659,2.9568,2.7264,1.68674,0.709439
26,2.78748,3.54323,4.0635,4.46131,7.88994,3.56869,3.28948,3.05372,1.81531,0.761655,1.79567,2.53529,3.05265,3.44982,6.58595,3.47806,3.19922,2.947,1.81161,0.761409
27,2.90732,3.53757,3.92156,4.19852,5.79877,2.67659,2.51098,2.25013,1.08808,0.451584,2.31026,2.94099,3.32528,3.60242,5.02866,2.62317,2.4576,2.18414,1.08768,0.451558
28,2.92662,3.48455,3.81853,4.05767,5.25827,2.44012,2.29959,2.03776,0.924263,0.383173,2.42059,2.97893,3.3131,3.55234,4.60508,2.39482,2.25431,1.9815,0.924076,0.383161
29,3.11553,3.80469,4.2262,4.53069,6.32924,2.9187,2.73591,2.45639,1.2007,0.49845,2.45642,3.14605,3.5679,3.8726,5.47914,2.85973,2.67698,2.38363,1.20021,0.498418
30,3.59591,4.12441,4.43566,4.65709,5.43887,2.54712,2.41899,2.10109,0.843514,0.349361,3.13531,3.66397,3.97528,4.19674,4.84353,2.50584,2.37771,2.04958,0.843465,0.349357
31,2.97494,3.59868,3.97658,4.24851,5.76401,2.66449,2.5028,2.23597,1.0627,0.440896,2.39218,3.01643,3.39461,3.6667,5.01222,2.61235,2.45069,2.17144,1.06237,0.440874
32,2.58069,3.00701,3.25941,3.43934,4.19721,1.95789,1.85327,1.62381,0.68856,0.285269,2.20435,2.63089,2.88337,3.06334,3.71103,1.92418,1.81956,1.58181,0.688489,0.285265
34,3.33208,4.05,4.48693,4.80192,6.6099,3.05184,2.8637,2.56475,1.23623,0.513034,2.65381,3.37228,3.80955,4.12474,5.73502,2.99115,2.80305,2.48975,1.23578,0.513005
37,2.80653,3.46216,3.86828,4.16323,6.01588,2.76651,2.58708,2.33564,1.17764,0.489293,2.15938,2.81516,3.22162,3.51681,5.18113,2.70859,2.52923,2.26447,1.17701,0.489252
39,3.24869,3.83236,4.17988,4.42818,5.59176,2.60064,2.45549,2.16553,0.955015,0.395794,2.72624,3.3103,3.65797,3.90635,4.91714,2.55386,2.40872,2.10733,0.954868,0.395784
40,3.03551,3.3718,3.56879,3.70863,3.94046,1.86195,1.78143,1.51661,0.530224,0.219537,2.74627,3.08259,3.27958,3.41943,3.56639,1.83601,1.7555,1.4842,0.530218,0.219536
41,2.74147,3.28239,3.60743,3.84053,5.05654,2.34335,2.20587,1.96032,0.904017,0.374867,2.24625,2.78761,3.11284,3.34605,4.41746,2.29902,2.16156,1.90533,0.903803,0.374853
43,3.32351,3.96441,4.34853,4.62371,6.02317,2.79383,2.63194,2.33448,1.0647,0.441426,2.74048,3.38188,3.76622,4.04152,5.27066,2.74164,2.57978,2.26969,1.06447,0.441411
44,3.2319,3.91773,4.33405,4.63387,6.32667,2.92305,2.74444,2.45451,1.17379,0.487044,2.58807,3.27445,3.69109,3.99109,5.49616,2.86545,2.68687,2.38327,1.1734,0.487018
45,2.94558,3.51061,3.84906,4.09147,5.317,2.46678,2.32425,2.06066,0.937433,0.388648,2.43228,2.99775,3.33639,3.5789,4.65447,2.42083,2.27832,2.00361,0.937237,0.388635
46,3.09737,3.59904,3.89572,4.10713,4.97374,2.32171,2.1989,1.92377,0.808271,0.334844,2.65569,3.15759,3.45436,3.66581,4.40308,2.28213,2.15934,1.87445,0.808195,0.33484
47,3.15043,3.65521,3.95357,4.16613,5.02424,2.34615,2.22274,1.94304,0.812265,0.336488,2.70661,3.21162,3.51006,3.72266,4.45079,2.30638,2.18298,1.89347,0.812193,0.336483
48,3.22003,3.854,4.23485,4.50795,5.92923,2.74801,2.58698,2.29859,1.0589,0.439083,2.64,3.27447,3.65555,3.92878,5.18067,2.69609,2.53509,2.23418,1.05865,0.439067
