real_name,OBS_1_1,OBS_1_2,OBS_1_3,OBS_1_4,OBS_1_5,OBS_1_6,OBS_1_7,OBS_1_8,OBS_1_9,OBS_1_10,OBS_2_1,OBS_2_2,OBS_2_3,OBS_2_4,OBS_2_5,OBS_2_6,OBS_2_7,OBS_2_8,OBS_2_9,OBS_2_10
7,0.258394,0.775354,1.21842,1.58502,7.52866,4.04967,2.88912,2.28692,1.91149,1.0785,2.79046e-06,0.00123211,0.0107787,0.0339368,2.72266,2.64341,2.19256,1.85115,1.60182,0.938456
8,4.88031,5.96987,6.71013,7.31547,18.6608,8.03199,7.07868,6.66395,5.5392,2.58591,1.8783,2.81176,3.45142,3.97964,14.0332,7.69973,6.76136,6.34668,5.42433,2.57644
9,4.54818,6.04132,6.93869,7.58682,20.4254,8.4224,7.04954,6.45569,6.01059,3.43017,0.833808,1.78661,2.47897,3.01549,13.496,7.85333,6.56922,5.99981,5.6352,3.37411
10,0.290084,0.354737,0.394341,0.42297,0.593477,0.27358,0.256367,0.230343,0.113057,0.0469385,0.228013,0.292708,0.332344,0.360993,0.51342,0.268026,0.250818,0.223494,0.113009,0.0469354
11,1.50568,2.36751,2.91437,3.31499,9.66168,3.99358,3.06546,2.64233,2.40961,1.671,0.0516513,0.266622,0.508911,0.734052,5.28554,3.50883,2.74073,2.36446,2.15111,1.56651
12,0.381393,0.670018,0.861634,1.00456,3.17234,1.36478,1.0102,0.842634,0.746921,0.521778,0.00375908,0.0380746,0.0920291,0.150167,1.58871,1.15353,0.886412,0.744647,0.659374,0.472794
13,2.61542,3.32049,3.74788,4.06877,10.824,4.54406,3.90201,3.62529,3.27565,1.69497,0.705939,1.24595,1.60764,1.88456,7.62045,4.30072,3.68234,3.41155,3.13932,1.68023
14,2.05618,2.52082,2.83127,3.0835,7.92298,3.40124,2.98999,2.81161,2.36386,1.11392,0.76637,1.16244,1.4306,1.64976,5.92068,3.25689,2.85275,2.67491,2.31055,1.10943
15,0.375954,0.666409,0.859985,1.00459,3.19431,1.37946,1.01881,0.847942,0.75008,0.523054,0.00333782,0.0357876,0.0882274,0.145447,1.58939,1.16204,0.892636,0.748751,0.66182,0.472814
16,0.047094,0.0587127,0.0673831,0.0744476,0.15859,0.0704696,0.0639429,0.0603318,0.0414781,0.0178097,0.0251686,0.0356661,0.0439055,0.0507782,0.127835,0.0683215,0.0618198,0.057992,0.04124,0.0177931
17,0.35849,0.724666,0.98353,1.18153,4.16366,1.90721,1.37681,1.11737,0.963914,0.64142,0.000654573,0.0167006,0.0555082,0.106757,1.89632,1.52166,1.1763,0.974644,0.845563,0.564682
18,0.322802,0.476844,0.572376,0.641732,1.80052,0.735113,0.580573,0.511714,0.474203,0.316016,0.0213739,0.0777446,0.13098,0.17685,1.04616,0.659854,0.525919,0.463112,0.428585,0.302282
19,0.387781,0.475091,0.533698,0.581404,1.49103,0.64055,0.563495,0.530047,0.444263,0.208801,0.145836,0.220377,0.271003,0.312497,1.11618,0.613557,0.537798,0.504427,0.434471,0.207981
20,0.385211,0.485828,0.559177,0.617479,1.22048,0.546548,0.499367,0.46873,0.303438,0.128735,0.22242,0.316948,0.388539,0.446189,0.999173,0.531133,0.484069,0.451309,0.302288,0.128657
21,0.3355,1.12187,1.83359,2.436,12.4934,6.96449,4.9792,3.9384,3.28429,1.80079,8.34126e-07,0.00083772,0.00966692,0.0350145,4.26409,4.28901,3.63599,3.10042,2.69613,1.5674
22,1.287,2.22392,2.84157,3.30097,10.2943,4.39852,3.26989,2.7391,2.43748,1.7071,0.0153583,0.140193,0.326819,0.523355,5.2183,3.74028,2.877,2.42418,2.15406,1.55397
23,0.786607,1.5654,2.112,2.52886,8.80255,4.00343,2.89558,2.35551,2.03709,1.36495,0.00174148,0.0399594,0.128069,0.24175,4.04956,3.21645,2.48235,2.05811,1.78825,1.20438
24,1.30284,1.72152,1.97294,2.15482,5.79425,2.39325,2.00909,1.84304,1.71287,0.967245,0.250148,0.523568,0.720085,0.871809,3.85595,2.23559,1.87497,1.71535,1.60975,0.952422
26,0.0692027,0.0844875,0.0956581,0.104946,0.253989,0.110795,0.0988717,0.0934776,0.0725753,0.0324882,0.030912,0.0441257,0.053968,0.0624115,0.19693,0.106763,0.0949484,0.08944,0.0716373,0.0324177
27,0.353453,1.13432,1.82657,2.40747,11.9956,6.59962,4.71406,3.72923,3.11205,1.72338,1.53775e-06,0.00112902,0.0117238,0.0402583,4.1842,4.15514,3.49354,2.96754,2.57544,1.50012
28,1.60344,1.96934,2.21109,2.40651,6.21129,2.66163,2.33571,2.19456,1.85886,0.881775,0.584271,0.894821,1.10363,1.27305,4.6212,2.54665,2.22675,2.08629,1.81453,0.877981
29,2.01053,2.45165,2.76609,3.02662,7.5065,3.257,2.89219,2.73075,2.18329,0.992742,0.848416,1.22911,1.50277,1.73499,5.7511,3.13227,2.77163,2.60837,2.14886,0.990066
30,0.418381,0.471051,0.501952,0.523902,0.579977,0.272967,0.260311,0.223599,0.0833405,0.0345098,0.372905,0.425583,0.456486,0.478437,0.521173,0.26889,0.256233,0.218506,0.0833384,0.0345097
31,0.6184,0.754164,0.851859,0.932941,2.29565,0.997904,0.887648,0.838543,0.663875,0.300186,0.266235,0.383473,0.468795,0.541531,1.76614,0.960354,0.851268,0.801452,0.654085,0.299434
32,0.114487,0.132744,0.143533,0.151219,0.182038,0.0850192,0.080558,0.070396,0.0293637,0.012164,0.0984429,0.116709,0.1275,0.135187,0.161308,0.0835817,0.0791207,0.068604,0.0293612,0.0121639
33,0.323016,0.409359,0.471011,0.519247,0.981632,0.441418,0.404798,0.378445,0.236724,0.0999131,0.194936,0.27765,0.338418,0.386367,0.810205,0.42949,0.39294,0.364717,0.236021,0.0998659
34,0.15782,0.198168,0.227929,0.251843,0.513601,0.229286,0.208918,0.196576,0.130429,0.05558,0.088291,0.125603,0.15438,0.177898,0.417896,0.222613,0.202305,0.189143,0.129842,0.0555399
35,3.51271,5.09717,6.07382,6.78119,18.8498,7.68531,6.12534,5.43466,5.05576,3.3095,0.27868,0.921513,1.50005,1.98859,11.1647,6.94211,5.57266,4.93782,4.59056,3.18298
36,1.50573,1.92078,2.17143,2.35824,6.28457,2.63236,2.25427,2.09129,1.89922,0.99362,0.390552,0.702993,0.913636,1.0746,4.39402,2.48767,2.12454,1.96538,1.81576,0.984297
37,0.584492,0.751893,0.852562,0.926784,2.47621,1.03328,0.880665,0.814857,0.745658,0.397589,0.1413,0.263391,0.346793,0.410474,1.71063,0.97388,0.828056,0.764017,0.709889,0.393351
39,4.6802,5.26166,5.60273,5.84497,6.44241,3.03339,2.89374,2.48332,0.919602,0.380786,4.17843,4.75997,5.10106,5.34332,5.79357,2.9884,2.84875,2.42712,0.919581,0.380785
40,0.0858931,0.0930466,0.0972319,0.100202,0.0979489,0.0466775,0.0449695,0.0375582,0.0112485,0.00465707,0.0797585,0.0869121,0.0910974,0.094067,0.0900138,0.0461273,0.0444193,0.0368704,0.0112485,0.00465707
41,0.128851,0.163227,0.18783,0.20711,0.393362,0.176812,0.162083,0.151599,0.0951652,0.0401857,0.0774045,0.110274,0.134504,0.153661,0.324401,0.172013,0.157313,0.146085,0.0948755,0.0401662
42,0.863598,1.15327,1.32754,1.45326,3.91753,1.61281,1.34583,1.23025,1.14718,0.661623,0.150948,0.331385,0.464011,0.567205,2.56982,1.50103,1.25224,1.1417,1.07295,0.650095
43,0.332583,1.04685,1.67391,2.19797,10.8025,5.90548,4.2166,3.33611,2.7851,1.55016,1.88227e-06,0.00119283,0.0117871,0.0394727,3.80722,3.75706,3.14652,2.66801,2.31342,1.34928
44,0.422854,0.925386,1.29416,1.5805,5.92698,2.8138,2.01685,1.6209,1.38324,0.886964,0.000286024,0.0126273,0.0506212,0.107172,2.56889,2.1632,1.69028,1.39953,1.20776,0.774458
45,1.86979,2.61546,3.0697,3.3973,9.29115,3.79132,3.08219,2.7719,2.59256,1.61911,0.212608,0.582421,0.885266,1.1312,5.74241,3.47021,2.83101,2.54095,2.38084,1.57347
46,0.884254,1.12068,1.28945,1.42145,2.68538,1.20763,1.10751,1.03534,0.647279,0.273175,0.534,0.760553,0.926915,1.05814,2.21669,1.17502,1.07509,0.997795,0.645365,0.273046
47,0.469774,1.12796,1.63305,2.03242,8.18627,4.04482,2.88696,2.3027,1.94707,1.19562,9.68556e-05,0.00826295,0.0414478,0.0983866,3.3566,2.96922,2.35722,1.95787,1.68592,1.03971
48,2.12264,3.37377,4.17097,4.75595,13.9621,5.78896,4.42442,3.79993,3.4552,2.40511,0.0647706,0.35601,0.694778,1.01391,7.56624,5.06777,3.94787,3.39496,3.07958,2.24679
